innings,over,Bowlername,Batsmanname,runs,wicket,description,nh/h,wickettype,wickethelper,extras,ballspeed(kph)
2,30.3,Mohammed Shami,SO Hetmyer,1,false,clipped to midwicket,non-home run,no wicket,no wicket,no extra,137.749
2,30.4,Mohammed Shami,SD Hope,1,false,fuller on off  he comes forward and meets it with full face  sending it whirring to the man on the point fence.,non-home run,no wicket,no wicket,no extra,138.299
2,30.5,Mohammed Shami,SO Hetmyer,4,false,clobbered Stand and deliver from Hetmyer to go into the 90s. stayed in his crease and smashed it. Just over the head of mid-off  but he had no chance to catch it  the way it was travelling,home run,no wicket,no wicket,no extra,134.549
2,30.6,Mohammed Shami,SO Hetmyer,0,false,late on the pull to this ball on leg  back of a length. It ballooned off the thigh pad to short fine leg  bouncing well in front of Kuldeep,non-home run,no wicket,no wicket,no extra,135.048
2,31.1,YS Chahal,SD Hope,1,false,turns from a length on the stumps  and he whips it to long-on's right,non-home run,no wicket,no wicket,no extra,80.816
2,31.2,YS Chahal,SO Hetmyer,1,false,gives himself room  but only toe-ends the ball back to the bowler  who fumbles and allows a single,non-home run,no wicket,no wicket,no extra,83.506
2,31.3,YS Chahal,SD Hope,0,false,he's giving himself some room so Chahal is bowling into the batsman. He clips it to midwicket,non-home run,no wicket,no wicket,no extra,82.867
2,31.4,YS Chahal,SD Hope,1,false,length ball  turning from middle to outside off  and he taps it off the back foot to long on,non-home run,no wicket,no wicket,no extra,78.089
2,31.5,YS Chahal,SO Hetmyer,0,true,Hetmyer is distraught  Kohli is ecstatic India needed this wicket badly  and a half-tracker gets them one. Hetmyer has hit plenty of those into cow corner  but somehow  he just top edges this one. The ball goes sky-high and settles into Kohli's hands at short cover  who ran in and had plenty of time to set himself up to catch it,non-home run,caught,V Kohli,no extra,82.901
2,31.6,YS Chahal,R Powell,0,false,full on the stumps  and turned to mid-on,non-home run,no wicket,no wicket,no extra,82.685
2,32.1,Mohammed Shami,SD Hope,1,false,back of a length on off  it didn't bounce much. tapped into the offside for a quick single,non-home run,no wicket,no wicket,no extra,138.143
2,32.2,Mohammed Shami,R Powell,0,false,bouncer on target Forces Powell to sway out of the way. That was homing in on his head,non-home run,no wicket,no wicket,no extra,139.615
2,32.3,Mohammed Shami,R Powell,1,false,goes full that time  but Powell is equal to it and not hanging on the back foot because of the bouncer. Transfers weight forward and punches past the bowler,non-home run,no wicket,no wicket,no extra,139.566
2,32.4,Mohammed Shami,SD Hope,0,false,goes short again  but this one doesn't rise as high. outside off  and goes under the bat as he attempts to pull,non-home run,no wicket,no wicket,no extra,139.916
2,32.5,Mohammed Shami,SD Hope,0,false,length on off  steered to point,non-home run,no wicket,no wicket,no extra,139.582
2,32.6,Mohammed Shami,SD Hope,1,false,short ball once again  this time he can swivel-pull it to deep square-leg,non-home run,no wicket,no wicket,no extra,132.155
2,33.1,YS Chahal,SD Hope,1,false,continues with his leg-stump attack line  the ball is turned around the corner for a single,non-home run,no wicket,no wicket,no extra,
2,33.2,YS Chahal,R Powell,0,false,some dip and turn  but he gets the bat down in time to defend,non-home run,no wicket,no wicket,no extra,83.329
2,33.3,YS Chahal,R Powell,0,false,given some air again and he inside edges it on to pad where it balloons up into no man's land at short leg,non-home run,no wicket,no wicket,no extra,85.155
2,33.4,YS Chahal,R Powell,0,false,length on off  he stays beside the ball and defends,non-home run,no wicket,no wicket,no extra,84.006
2,33.5,YS Chahal,R Powell,0,false,on target again  and Rovman defends from the crease,non-home run,no wicket,no wicket,no extra,80.403
2,33.6,YS Chahal,R Powell,1,false,on leg stump again  but he is able to turn it away to short fine-leg for a quick single,non-home run,no wicket,no wicket,no extra,88.030
2,34.1,UT Yadav,R Powell,4,false,stand and deliver That has quietened the crowd. not that short  but he rocked back early and pulled it through midwicket for a rocket boundary,home run,no wicket,no wicket,no extra,133.941
2,34.2,UT Yadav,R Powell,1,false,flays it to third man off a thickish outside edge,non-home run,no wicket,no wicket,no extra,140.071
2,34.3,UT Yadav,SD Hope,1,false,fuller on off  he stays back and clips it to mid-on and they get a quick single,non-home run,no wicket,no wicket,no extra,136.556
2,34.4,UT Yadav,R Powell,1,false,one bounce to Shikhar Dhawan at deep square leg Got into position early and timed his pull very well  but luckily it fell just short of Dhawan,non-home run,no wicket,no wicket,no extra,137.242
2,34.5,UT Yadav,SD Hope,6,false,Oh that's stunning picked it up from outside off and just smashed it way into the stands at midwicket. classy shot  and super execution,home run,no wicket,no wicket,no extra,139.366
2,34.6,UT Yadav,SD Hope,0,false,goes short again  and this time Hope decides against the pull,non-home run,no wicket,no wicket,no extra,136.630
2,35.1,YS Chahal,R Powell,6,false,Pant gets a hand to it at long-on but crashes into the hoardings tossed up on off  Rovman went for it and didn't get hold of it. Only the toe-end  but with such power that it carried past the boundary. Pant was at long-on and caught it  but stepped over the rope and hit the hoarding.,home run,no wicket,no wicket,no extra,90.603
2,35.2,YS Chahal,R Powell,0,false,struck on the pads  but that's going down leg. Half-hearted appeal. Drifted in  and beat his bat,non-home run,no wicket,no wicket,no extra,86.011
2,35.3,YS Chahal,R Powell,1,false,clipped off the front foot to square leg,non-home run,no wicket,no wicket,no extra,82.744
2,35.4,YS Chahal,SD Hope,1,false,tossed up on the stumps  and driven with the full face of the bat to long-on,non-home run,no wicket,no wicket,no extra,86.372
2,35.5,YS Chahal,R Powell,1,false,flatter and turning from leg stump. He clubs it off the back foot to long-on,non-home run,no wicket,no wicket,no extra,83.770
2,35.6,YS Chahal,SD Hope,1,false,keeps to the leg-stump line  but Hope is equal to it  moves back and across to whip through midwicket,non-home run,no wicket,no wicket,no extra,80.578
2,36.1,RA Jadeja,SD Hope,1,false,tossed up on leg stump  turned around the corner for a quick single,non-home run,no wicket,no wicket,no extra,88.522
2,36.2,RA Jadeja,R Powell,1,false,flatter on off  he stays on the back foot to flat-bat it to long-on. Jadeja ran into Hope when trying to stop the ball,non-home run,no wicket,no wicket,no extra,90.815
2,36.3,RA Jadeja,SD Hope,0,false,tossed up on the stumps  he takes a nice big stride forward to drive to cover,non-home run,no wicket,no wicket,no extra,91.646
2,36.4,RA Jadeja,SD Hope,0,false,shortens the length a bit  and he punches it into the offside,non-home run,no wicket,no wicket,no extra,90.493
2,36.5,RA Jadeja,SD Hope,0,false,draws him forward and Hope can just pat it back to the bowler,non-home run,no wicket,no wicket,no extra,96.768
2,36.6,RA Jadeja,SD Hope,0,false,chopped to point  can't get hold of it. good over from Jadeja,non-home run,no wicket,no wicket,no extra,98.901
2,37.1,Kuldeep Yadav,R Powell,1,false,sharply turning ball  tucked away to deep square leg with the spin,non-home run,no wicket,no wicket,no extra,80.596
2,37.2,Kuldeep Yadav,SD Hope,1,false,given some air outside off  and it's tapped down to long-on.,non-home run,no wicket,no wicket,no extra,80.771
2,37.3,Kuldeep Yadav,R Powell,0,true,googly does it again! brilliance all around from India. Good captaincy to have a slip for Kuldeep  great bowling with a perfect googly that opened up Rovman - he had no clue which way the ball was turning - and he hung his bat out. Smart catch at slip. India are back in it.,non-home run,caught,RG Sharma,no extra,79.957
2,37.4,Kuldeep Yadav,JO Holder,1,false,stays well back and clips it to square leg with the turn,non-home run,no wicket,no wicket,no extra,79.405
2,37.5,Kuldeep Yadav,SD Hope,1,false,tossed up on legstump  and Hope steps forward to meet it on the half-volley. Drives it past midwicket,non-home run,no wicket,no wicket,no extra,77.071
2,37.6,Kuldeep Yadav,JO Holder,1,false,too full  ends up as a full toss that Holder pats down to long-off,non-home run,no wicket,no wicket,no extra,78.758
2,38.1,RA Jadeja,JO Holder,0,false,keeps it on the stumps  Holder drives to cover,non-home run,no wicket,no wicket,no extra,95.713
2,38.2,RA Jadeja,JO Holder,0,false,not as full  Holder opens the face but steers straight to point.,non-home run,no wicket,no wicket,no extra,99.387
2,38.3,RA Jadeja,JO Holder,0,false,fired in on the stumps again  and Holder can only pat it to mid-on,non-home run,no wicket,no wicket,no extra,96.218
2,38.4,RA Jadeja,JO Holder,0,false,not giving Holder room to free his arms  defended into the offside,non-home run,no wicket,no wicket,no extra,98.524
2,38.5,RA Jadeja,JO Holder,0,false,this is smart bowling by Jadeja. He's firing them in  but not allowing Holder to sweep or slog. punched into the offside again,non-home run,no wicket,no wicket,no extra,98.904
2,38.6,RA Jadeja,JO Holder,1,false,manages to get it past the bowler  but it trickles to long-on for a single,non-home run,no wicket,no wicket,no extra,96.458
2,39.1,Kuldeep Yadav,JO Holder,0,false,flighted on off  Holder pats it back,non-home run,no wicket,no wicket,no extra,79.571
2,39.2,Kuldeep Yadav,JO Holder,0,false,tossed up on the stumps and Holder comes forward to defend,non-home run,no wicket,no wicket,no extra,85.089
2,39.3,Kuldeep Yadav,JO Holder,0,false,keeps it around off  and Holder tries to drive  but the ball rolls away off a thick inside edge,non-home run,no wicket,no wicket,no extra,81.555
2,39.4,Kuldeep Yadav,JO Holder,1,false,stays well back to club it to long-on to get off strike,non-home run,no wicket,no wicket,no extra,76.560
2,39.5,Kuldeep Yadav,SD Hope,1,false,length ball  but Hope goes deep into his crease to drive it to long-on from his back foot,non-home run,no wicket,no wicket,no extra,77.192
2,39.6,Kuldeep Yadav,JO Holder,0,false,stays back and punches it back to the bowler,non-home run,no wicket,no wicket,no extra,78.454
2,40.1,RA Jadeja,SD Hope,1,false,shifts back in his crease to punch the flatter delivery on middle to long-on,non-home run,no wicket,no wicket,no extra,92.637
2,40.2,RA Jadeja,JO Holder,1,false,looks far more comfortable against the finger spinner  leaning into a cover drive all along the ground,non-home run,no wicket,no wicket,no extra,95.048
2,40.3,RA Jadeja,SD Hope,0,false,pins him in the crease with the Jadeja special - a round-armed dart on middle - Hope is able to keep it out,non-home run,no wicket,no wicket,no extra,94.710
2,40.4,RA Jadeja,SD Hope,0,false,good length ball on off stump  defends,non-home run,no wicket,no wicket,no extra,96.733
2,40.5,RA Jadeja,SD Hope,0,false,full and outside off  defends between cover point and cover,non-home run,no wicket,no wicket,no extra,96.659
2,40.6,RA Jadeja,SD Hope,0,false,lunges forward to defend a full delivery on midldle. That's Jadeja done. Signs off with an over that yields only two runs,non-home run,no wicket,no wicket,no extra,94.634
2,41.1,YS Chahal,JO Holder,1,false,full on off stump  he slaps it down to long-off,non-home run,no wicket,no wicket,no extra,88.900
2,41.2,YS Chahal,SD Hope,1,false,on the pads and Hope is able to deflect it behind square leg,non-home run,no wicket,no wicket,no extra,83.918
2,41.3,YS Chahal,JO Holder,1,false,good cricket from Holder  he knows India are trying to tempt West Indies into playing big shots  but instead  he's concentrating on getting those singles  like this one at long-on  when the ball is pitched on his pads,non-home run,no wicket,no wicket,no extra,84.608
2,41.4,YS Chahal,SD Hope,1,false,leading edge with Hope closing the face  looking to flick the ball on middle to midwicket. Somehow finds a single through cover,non-home run,no wicket,no wicket,no extra,77.183
2,41.5,YS Chahal,JO Holder,1,false,drifting into him again and Holder clips it behind square leg,non-home run,no wicket,no wicket,no extra,
2,41.6,YS Chahal,SD Hope,1,false,fine shot from Hope  keeping the front leg away so he can bring down a straight bat on the flighted ball on leg stump,non-home run,no wicket,no wicket,no extra,82.043
2,42.1,Mohammed Shami,SD Hope,0,false,back of a length and outside off  he hits it back to the bowler,non-home run,no wicket,no wicket,no extra,134.115
2,42.2,Mohammed Shami,SD Hope,0,false,full and tailing into the right-hander  Hope digs out the yorker,non-home run,no wicket,no wicket,no extra,143.199
2,42.3,Mohammed Shami,SD Hope,0,false,bouncer on middle and leg  he ducks beneath it,non-home run,no wicket,no wicket,no extra,123.271
2,42.4,Mohammed Shami,SD Hope,0,false,another yorker  looking for middle stump  Hope digs it out but the pressure is on. The crowd is loud. This won't be straightforward,non-home run,no wicket,no wicket,no extra,140.002
2,42.5,Mohammed Shami,SD Hope,2,false,aims for the blockhole again  but this time Hope stays beside it and drives behind point. Guy can bat.,non-home run,no wicket,no wicket,no extra,137.757
2,42.6,Mohammed Shami,SD Hope,0,false,jams it into the blockhole again  Hope can only send it as far as point. Only two runs off an over which included four pin-point yorkers,non-home run,no wicket,no wicket,no extra,138.181
2,43.1,Kuldeep Yadav,JO Holder,0,false,looks for a slog sweep  but he toe-ends it and the ball goes nowhere,non-home run,no wicket,no wicket,no extra,78.333
2,43.2,Kuldeep Yadav,JO Holder,1,false,goes back to block a good length googly outside off. Holder manages to pinch a single to extra cover,non-home run,no wicket,no wicket,no extra,106.529
2,43.3,Kuldeep Yadav,SD Hope,0,false,skidder  which goes straight on with the arm  and Hope can only knock it back to the bowler,non-home run,no wicket,no wicket,no extra,81.191
2,43.4,Kuldeep Yadav,SD Hope,6,false,heaves it over wide long-on and with that one shot  he not only releases the pressure  he's also into the nineties. Fine batting under pressure,home run,no wicket,no wicket,no extra,79.159
2,43.5,Kuldeep Yadav,SD Hope,1,false,steers it to the sweeper,non-home run,no wicket,no wicket,no extra,105.501
2,43.6,Kuldeep Yadav,JO Holder,0,false,gets the legbreak to drift away from the right-hander  Holder defends a little away from the body  getting an inside edge onto his pad,non-home run,no wicket,no wicket,no extra,82.883
2,44.1,Mohammed Shami,SD Hope,1,false,pulls the short ball out to deep square leg,non-home run,no wicket,no wicket,no extra,133.867
2,44.2,Mohammed Shami,JO Holder,1,false,low full toss as he goes searching for the yorker  Holder drives to long-off,non-home run,no wicket,no wicket,no extra,143.954
2,44.3,Mohammed Shami,SD Hope,1,false,spears the near-yorker into the gap past the right of point,non-home run,no wicket,no wicket,no extra,140.044
2,44.4,Mohammed Shami,JO Holder,1,false,full on middle  Holder sends it scurrying through midwicket,non-home run,no wicket,no wicket,no extra,129.076
2,44.5,Mohammed Shami,SD Hope,4,false,amazing hit! If ever anyone doubted the class of Shai Hope... He moves to 97 with an on the up cover drive that has left every jaw in Vizag on the floor,home run,no wicket,no wicket,no extra,136.778
2,44.6,Mohammed Shami,SD Hope,1,false,bangs it in and Hope pulls it to deep square leg,non-home run,no wicket,no wicket,no extra,136.270
2,45.1,YS Chahal,SD Hope,2,false,sweeps it to long leg and he has it! Punches the air in triumph and then salutes the dressing room  with a big ole scowl on his face. Oh come on  after playing all those pretty shots  you look angry after scoring a sensational hundred?,non-home run,no wicket,no wicket,no extra,81.504
2,45.2,YS Chahal,SD Hope,2,false,whips the flatter delivery on middle out to deep midwicket,non-home run,no wicket,no wicket,no extra,84.996
2,45.3,YS Chahal,SD Hope,1,false,full and outside off  drives it to the left of point  where Kuldeep does well to create indecision between the two West Indian batsmen. Holder is more than halfway down for a singe  but Hope didn't know if he wanted the single. Eventually  he gets moving and beats the throw at the non-strikers',non-home run,no wicket,no wicket,no extra,84.088
2,45.4,YS Chahal,JO Holder,1,false,full and outside off  Holder defends into the covers for a single,non-home run,no wicket,no wicket,no extra,84.384
2,45.5,YS Chahal,SD Hope,2,false,works a tossed up ball on leg stump to backward square leg and they pinch the second run as well. This has been an excellent chase from West Indies. Never have they looked out of their depth,non-home run,no wicket,no wicket,no extra,85.987
2,45.6,YS Chahal,SD Hope,1,false,full and outside off  he drives it hard at cover where Rayudu misfields,non-home run,no wicket,no wicket,no extra,82.239
2,46.1,UT Yadav,SD Hope,0,false,looks for the yorker  the ball tailing into off stump  Hope does well to dig it out,non-home run,no wicket,no wicket,no extra,138.740
2,46.2,UT Yadav,SD Hope,0,false,creams the drive to cover  with Umesh missing the yorker,non-home run,no wicket,no wicket,no extra,139.113
2,46.3,UT Yadav,SD Hope,0,false,another fluent drive but Hope finds extra  cover again. That too off a full toss!,non-home run,no wicket,no wicket,no extra,138.634
2,46.4,UT Yadav,SD Hope,4,false,the yorker ends up a full toss - on leg stump too - and with fine leg inside the circle  Hope only needs to get a little bat on it.,home run,no wicket,no wicket,no extra,139.205
2,46.5,UT Yadav,SD Hope,0,false,full toss outside off this time  Hope dabs it to point,non-home run,no wicket,no wicket,no extra,134.860
2,46.6,UT Yadav,SD Hope,1,false,full on off stump  Hope drives into the covers and gets a single. That's West Indies' 300,non-home run,no wicket,no wicket,no extra,140.475
2,47.1,YS Chahal,SD Hope,0,false,goes for the cut  but the ball doesn't quite bounce as much as he figures. Bottom edge that goes nowhere,non-home run,no wicket,no wicket,no extra,86.446
2,47.2,YS Chahal,SD Hope,0,true,Holder's run-out! And Vizag roars! Poor stuff from West Indies  after staying so calm  they lose their captain over a silly mistake. Hope defends a legbreak on middle to cover and then takes a couple of steps out. Holder sees that and starts haring down the pitch only to look up at his partner suddenly standing still. Then he looks around and realises Rayudu already has the ball in his hand and underarms it through to the bowler to break the stumps,non-home run,run out,(Rayudu/Chahal),no extra,84.194
2,47.3,YS Chahal,SD Hope,0,false,quicker and flatter on middle  Hope defends,non-home run,no wicket,no wicket,no extra,91.490
2,47.4,YS Chahal,SD Hope,1,false,tosses it up on leg stump  Hope pats it down to long-on,non-home run,no wicket,no wicket,no extra,91.910
2,47.5,YS Chahal,AR Nurse,0,false,shapes for a scoop against a ball that could easily have been cut away. The premeditation means not only does he miss the ball  the dot-ball pressure keeps rising on West Indies,non-home run,no wicket,no wicket,no extra,90.498
2,47.6,YS Chahal,AR Nurse,1,false,sees a full delivery on middle and slogs to deep square leg,non-home run,no wicket,no wicket,no extra,92.837
2,48.1,Mohammed Shami,AR Nurse,1,false,slower short ball  which Nurse tries to pull  but he doesn't count on the change of pace. Mis-hit still gets WI one run,non-home run,no wicket,no wicket,no extra,136.308
2,48.2,Mohammed Shami,SD Hope,1,false,swings hard at a full delivery on off stump and finds only a single at long-on. Claps all around the ground. They're feeling it.,non-home run,no wicket,no wicket,no extra,141.738
2,48.3,Mohammed Shami,AR Nurse,1,false,bangs it in and Nurse pulls  this time properly  to deep midwicket,non-home run,no wicket,no wicket,no extra,138.078
2,48.4,Mohammed Shami,SD Hope,0,false,full and wide - Hope doesn't expect it to be there  he's standing on leg stump  he's expecting a yorker in line with the stumps and as such he has to reach out  and in doing so he loses his shape entirely and inside edges the ball back to the bowler. Outstanding work from Shami,non-home run,no wicket,no wicket,no extra,141.500
2,48.5,Mohammed Shami,SD Hope,2,false,full toss on off stump  Hope launches it down the ground for a couple,non-home run,no wicket,no wicket,no extra,141.872
2,48.6,Mohammed Shami,SD Hope,1,false,full  slow and wide of off stump. Hope is again in the wrong position to deal with the ball. Toe-ends it back to the left of the bowler to pinch a single,non-home run,no wicket,no wicket,no extra,139.025
2,49.1,UT Yadav,SD Hope,1,false,sends in a stinging yorker on off stump  Hope jams the bat down and finds a single. Only a single,non-home run,no wicket,no wicket,no extra,138.276
2,49.2,UT Yadav,AR Nurse,4,false,the reverse-swinging yorker turns into a full toss  which pings off the back leg and away to the third man boundary,non-home run,no wicket,no wicket,leg bye,137.807
2,49.3,UT Yadav,AR Nurse,2,false,yorker on leg stump  Nurse works it away to deep midwicket,non-home run,no wicket,no wicket,no extra,141.856
2,49.4,UT Yadav,AR Nurse,0,true,caught at third man playing the scoop! Nurse does well - predicting this would be near the blockhole and would have enough pace for him to play a dinky shot like that. But it carries to deep third man  and Rayudu holds onto a high-pressure catch.,non-home run,caught,AT Rayudu,no extra,141.764
2,49.5,UT Yadav,SD Hope,2,false,low full toss  which Hope swings to deep midwicket. Two runs the result,non-home run,no wicket,no wicket,no extra,141.688
2,49.6,UT Yadav,SD Hope,4,false,they tie it! They tie it! West Indies have tied it! Hope carves a full delivery outside off to the point boundary  past the reach of Rayudu patrolling there.,home run,no wicket,no wicket,no extra,143.040
